Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Dubai,122948,UNITED PHARMACY AL ZAHIAH LLC - BRA,122948,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Dubai,123470,UNITED PHARMACY AL ZAHIAH LLC - BRA,123470,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,548.20 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,71423,PREMIER PHY DUBAI (L.G.),71423,Private,219.28 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,97004,NEW SILICON PAHRMACY (L.G),97004,Private,164.46 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,107830,LIFE PHY BARSHA HEIGHTS (L.G),107830,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,117740,1292 -CITY LIFE PHARMACY L.L.C -L.G,117740,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,57483,GOLDEN LIFE PHARMACY-(L.G),57483,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,76637,HALA PHARMACY BR.2 SHJ-(L.G),76637,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,80805,HALA PHARMACY LLC - BR 5(L.G),80805,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,81938,SAHARA LIFE PHARMACY(L.G),81938,Private,164.46 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,82611,AL TAIF PHY SHARJAH (L.G.),82611,Private,164.46 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,83804,AL NAJIM AL AZRAQ PHY (L.G),83804,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,85830,HALA PHARMACY BR 6 -(L.G),85830,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,91356,HALA PHARMACY LLC -BR 18(L.G),91356,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,91357,HALA PHARMACY LLC - BR 19 (L.G.),91357,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,99713,HALA PHARMACY LLC BR 35 (L.G),99713,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,115329,1277 HALA PHARMACYLLC.BR51(L.G),115329,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,117972,HALA PHARMACY LLC -BR 38(L.G),117972,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,118796,HALA PHARMACY LLC - BR 40 (L.G),118796,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,118798,HALA PHARMACY LLC -BR 43(L.G),118798,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah,122211,UNITED PHARMACY AL ZAHIAH,122211,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Sharjah-Dhaid,78484,HALA BR 12 PHY SHJ(L.G),78484,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Ras Al Khaima,89333,HALA PHARMACY 21 RAK (L.G),89333,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Ras Al Khaima,99424,HALA PHARMACY 34 LLC (L.G),99424,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350818,KOMBIGLYZE XR 2.5/1000 TAB 60#S,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,326.42 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,113.94 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Bur Dubai,1649,UMM AL QURA PHARMACY,1649,Private,-37.98 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-75.96 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Bur Dubai,90298,SUPER CARE PHY DUBAI MALL,90298,Private,-189.90 AED,-5.000 EA,,-5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-7,596.00 AED",-200.000 EA,,-200.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Ajman,106188,SAMARA PHARMACY -L.L.C,106188,Private,189.90 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,113.94 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"1,799.28 AED",126.000 EA,,126.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350826,TENORMIN 100MG TABS 28,MPC Abudhabi Off,Abu Dhabi,113602,BLUE APPLE HOSPITAL LLC,113602,Private,227.88 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Dubai,71797,AL ZAHRA HOSPITAL - DUBAI,71797,Private,-337.50 AED,-25.000 EA,,-25.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Dubai,107378,MULTI CARE PHARMACY LLC,107378,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Dubai,110158,ADAMS PHARMACY LLC (BRANCH),110158,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Dubai,122203,CARE MARK PHARMACY FZCO,122203,Private,-13.50 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"-6,061.50 AED",-449.000 EA,,-449.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,1327,GHUZLAN PHY-DEIRA,1327,Private,40.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,1418,MIRDIF PHY-RASHIDHYA  - MED7,1418,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,1449,NAEEM PHARMACY LLC,1449,Private,270.00 AED,20.000 EA,,20.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,1643,AL SAAH PHY-DEIRA,1643,Private,-13.50 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,78278,BAIT AL BATTERJEE MEDICAL CO-SGH- D,78278,Private,-270.00 AED,-20.000 EA,,-20.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,110659,MODERN PHARMACY (DUBAI),110659,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,115830,NOOR AL ABEER PHARMACY LLC,115830,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,67.50 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,1387,LUQMAN PHY - BUR  DUBAI,1387,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,1649,UMM AL QURA PHARMACY,1649,Private,-13.50 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,54.00 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,60919,CARE WELL PHARMACY  - DUBAI,60919,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,78468,NAJMAT AL SANA DRUG STORE LLC,78468,Private,-40.50 AED,-3.000 EA,,-3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,90298,SUPER CARE PHY DUBAI MALL,90298,Private,-27.00 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,14007,ABU SHAGHARA PHARMACY - SHJ,14007,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-4,050.00 AED",-300.000 EA,,-300.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,54950,NADEEM PHARMACY SHJ,54950,Private,40.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,72464,ZAHRAT AL RABIE PHY SHJ,72464,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,89359,MAY PHARMACY .L.L.C SHJ,89359,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,121327,YATHRIB PHARMACY,121327,Private,40.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Ajman,106187,NASSER PHARMACY - L.L.C,106187,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Umm Al Quwain,60495,AL AFLAJ PHARMACY LLC -MED7,60495,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Ras Al Khaima,10198,AL JULAN PHARMACY - RAK,10198,Private,67.50 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Abu Dhabi,353,ALYA PHY-AUH,353,Private,-40.50 AED,-3.000 EA,,-3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Abu Dhabi,45562,WAHIEDA PHARMACY AUH,45562,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Dubai,122203,CARE MARK PHARMACY FZCO,122203,Private,-24.06 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"4,812.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Deira Dubai,115830,NOOR AL ABEER PHARMACY LLC,115830,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,120.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Ras Al Khaima,10198,AL JULAN PHARMACY - RAK,10198,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Ras Al Khaima,78845,SHEIKH KHALIFA SPECIALITY HOSPITAL,78845,Institutional,462.00 AED,75.000 EA,7.000 EA,82.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350856,ZESTRIL 10MG TAB 28(PNK),MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"5,318.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350856,ZESTRIL 10MG TAB 28(PNK),MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"5,849.80 AED",110.000 EA,,110.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Dubai Sales Off,Dubai,122988,LIFE PHARMACY 84 (BR OF LIFE PHARMA,122988,Private,-146.02 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"5,840.80 AED",80.000 EA,,80.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,219.03 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Abudhabi Off,Abu Dhabi,68742,ADVANCE CURE PHARMACY  A/DHABI,68742,Private,730.10 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"1,271.20 AED",20.000 EA,,20.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350857,ZESTRIL 20MG TAB 28(RED),MPC Abudhabi Off,Abu Dhabi,116829,RAFED HEALTHCARE SUPPLIES LLC,116829,Institutional,"12,341.28 AED","1,000.000 EA",,"1,000.000 EA"
7.2022,ASTRA ZENECA,7/14/2022,M350861,ZOLADEX DEPOT 3.6mg INJ,MPC Dubai Sales Off,Deira Dubai,66805,AL AFDHAL 1 PHY DXB-RL.GP,66805,Private,"1,589.04 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350862,ZESTORETIC TAB OF 28,MPC Dubai Sales Off,Dubai,121609,LIFE PHARMACY 81 (BR OF LIFE PHARMA,121609,Private,146.02 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350862,ZESTORETIC TAB OF 28,MPC Dubai Sales Off,Bur Dubai,8014,SAFA SOCIETY PHY-BUR DXB(L.G),8014,Private,146.02 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350862,ZESTORETIC TAB OF 28,MPC Dubai Sales Off,Bur Dubai,90684,LIFE ALYALAYIS 1 PHARMACY(L.G),90684,Private,146.02 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350862,ZESTORETIC TAB OF 28,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-7,301.00 AED",-100.000 EA,,-100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350862,ZESTORETIC TAB OF 28,MPC Abudhabi Off,Abu Dhabi,68742,ADVANCE CURE PHARMACY  A/DHABI,68742,Private,438.06 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350863,ZOLADEX LA DEPOT 10.8MG INJ,MPC Dubai Sales Off,Bur Dubai,50953,MEDCARE HOSPITAL L.L.C - DUBAI,50953,Private,"1,773.04 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Dubai,119953,LIFE PHARMACY 78 ( BR OF LIFE PHARM,119953,Private,-317.80 AED,-5.000 EA,,-5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Deira Dubai,31984,MURSHID PHARMACY-DUBAI(L.G),31984,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Deira Dubai,91386,LIFE AL WARQA PHARMACY -(L.G),91386,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,635.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,43822,MODERN LIFE PHY -(L.G),43822,Private,572.04 AED,9.000 EA,,9.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,49045,GOLDEN LIFE PHARMACY- (L.G),49045,Private,254.24 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,71423,PREMIER PHY DUBAI (L.G.),71423,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,74022,JBR BAHAR PHARMACY(L.G),74022,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,109995,LIFE PHARMACY HILLS (BR OF L.G) LLC,109995,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-6,356.00 AED",-100.000 EA,,-100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Abudhabi Off,Abu Dhabi,113602,BLUE APPLE HOSPITAL LLC,113602,Private,"1,589.00 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,237.26 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-474.52 AED,-4.000 EA,,-4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-11,863.00 AED",-100.000 EA,,-100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Ajman,57728,AJMAN SPECIALTY HOSPITAL - AJMAN,57728,Private,"-1,423.56 AED",-12.000 EA,,-12.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350883,FASLODEX 250MG/5ML 2 PFS,MPC Dubai Sales Off,Dubai,123654,ABWAB AL KHEIR PHARMACY L.L.C,123654,Private,"2,872.60 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350886,XIGDUO XR 5/500 OF 30'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"9,470.80 AED",40.000 EA,2.000 EA,42.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350886,XIGDUO XR 5/500 OF 30'S,MPC Dubai Sales Off,Bur Dubai,1259,ARABELLA PHY - SC GP,1259,Private,710.31 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350886,XIGDUO XR 5/500 OF 30'S,MPC Dubai Sales Off,Bur Dubai,71430,NEW MANKHOOL PHARMACY BUR DUBAI,71430,Private,"2,367.70 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350887,XIGDUO XR 10/500 OF 30'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"4,735.40 AED",20.000 EA,1.000 EA,21.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350888,XIGDUO XR 5/1000 OF 60'S,MPC Dubai Sales Off,Ajman,99570,GRAND EMIRATES PHARMACY /L.L.C,99570,Private,"2,367.70 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350888,XIGDUO XR 5/1000 OF 60'S,MPC Abudhabi Off,Abu Dhabi,426,PHARMA LIGHT MEDICAL STORE LLC,426,Private,"2,367.70 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"47,354.00 AED",200.000 EA,10.000 EA,210.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Sharjah,1443,AL NEEL PHARMACY LLC,1443,Private,236.77 AED,1.000 EA,,1.000 EA
